method_id,mean_attack_auc,macro_f1_mean,tokenizer_training_time_ratio,pareto_nondominated_privacy_utility
he_only_reference,0.4991058349609375,0.906299332395354,83.15151266726889,False
local_dp_eps16p0_C75_b32_K1024,0.48760223388671875,0.9047446148600504,97.14730956885293,False
min_count_10,0.574700927734375,0.9077437157330763,3.7250031241328356,True
min_count_2,0.580774434407552,0.9063167434227885,3.7380682269061083,False
min_count_5,0.5759251912434896,0.9082035078183592,3.7213694606653633,True
plain_bpe,0.5881459554036458,0.9068293542370626,1.0,False
sa_dp_eps4p0_C50_b32_K1024,0.4865193684895833,0.9045067315054475,99.90019171247748,True
sa_dp_eps8p0_C75_b32_K1024,0.4868977864583333,0.9069274309344019,88.98141362395975,True
