method_id,bytes_per_token_mean,bytes_per_token_sample_std,seed_count
plain_bpe,4.285902751368493,0.02382084413136302,3
min_count_2,4.285902230597634,0.023819966580994237,3
min_count_5,4.285900147517972,0.02381645640414721,3
min_count_10,4.28588848473159,0.02380406655338031,3
he_only_reference,4.3263769319686185,0.00407641917778072,3
local_dp_eps16p0_C75_b32_K1024,4.250371663118391,0.008589756765093996,3
sa_dp_eps8p0_C75_b32_K1024,4.247697261295355,0.015557724156524429,3
sa_dp_eps4p0_C50_b32_K1024,4.245513822329724,0.015209466987950719,3
