attack,fpr,mean_tpr,sample_std_tpr
compression_rate,0.5660000000000001,0.6223958333333334,0.008131507810414582
compression_rate,0.5680000000000001,0.625,0.00390625
compression_rate,0.5700000000000001,0.625,0.00390625
compression_rate,0.5720000000000001,0.62890625,0.00390625
compression_rate,0.5740000000000001,0.62890625,0.00390625
compression_rate,0.5760000000000001,0.6341145833333334,0.004510548978043951
compression_rate,0.578,0.6341145833333334,0.004510548978043951
compression_rate,0.58,0.6393229166666666,0.002255274489021976
compression_rate,0.582,0.6393229166666666,0.002255274489021976
compression_rate,0.584,0.640625,0.00390625
compression_rate,0.586,0.6432291666666666,0.005966895436140416
compression_rate,0.588,0.6432291666666666,0.005966895436140416
compression_rate,0.59,0.6458333333333334,0.009830513587592123
compression_rate,0.592,0.6458333333333334,0.009830513587592123
compression_rate,0.594,0.6471354166666666,0.008131507810414582
compression_rate,0.596,0.6471354166666666,0.008131507810414582
compression_rate,0.598,0.6497395833333334,0.009830513587592123
compression_rate,0.6,0.6497395833333334,0.009830513587592123
compression_rate,0.602,0.6536458333333334,0.005966895436140416
compression_rate,0.604,0.6536458333333334,0.005966895436140416
compression_rate,0.606,0.6588541666666666,0.008131507810414582
compression_rate,0.608,0.6588541666666666,0.008131507810414582
compression_rate,0.61,0.6614583333333334,0.008131507810414582
compression_rate,0.612,0.6614583333333334,0.008131507810414582
compression_rate,0.614,0.6666666666666666,0.009830513587592123
compression_rate,0.616,0.6666666666666666,0.009830513587592123
compression_rate,0.618,0.671875,0.01171875
compression_rate,0.62,0.671875,0.01171875
compression_rate,0.622,0.6731770833333334,0.011933790872280834
compression_rate,0.624,0.6731770833333334,0.011933790872280834
compression_rate,0.626,0.6796875,0.010334966058846057
compression_rate,0.628,0.6796875,0.010334966058846057
compression_rate,0.63,0.6888020833333334,0.01578692142315383
compression_rate,0.632,0.6888020833333334,0.01578692142315383
compression_rate,0.634,0.6966145833333334,0.022211877746395808
compression_rate,0.636,0.6966145833333334,0.022211877746395808
compression_rate,0.638,0.6966145833333334,0.022211877746395808
compression_rate,0.64,0.6966145833333334,0.022211877746395808
compression_rate,0.642,0.703125,0.015625
compression_rate,0.644,0.703125,0.015625
compression_rate,0.646,0.70703125,0.01790068630842125
compression_rate,0.648,0.70703125,0.01790068630842125
compression_rate,0.65,0.70703125,0.01790068630842125
compression_rate,0.652,0.70703125,0.01790068630842125
compression_rate,0.654,0.7096354166666666,0.018460217290049253
compression_rate,0.656,0.7096354166666666,0.018460217290049253
compression_rate,0.658,0.7109375,0.01790068630842125
compression_rate,0.66,0.7109375,0.01790068630842125
compression_rate,0.662,0.7135416666666666,0.019661027175184247
compression_rate,0.664,0.7135416666666666,0.019661027175184247
compression_rate,0.666,0.7161458333333334,0.023867581744561665
compression_rate,0.668,0.7200520833333334,0.025415652729092623
compression_rate,0.67,0.7200520833333334,0.025415652729092623
compression_rate,0.672,0.7213541666666666,0.025415652729092623
compression_rate,0.674,0.7213541666666666,0.025415652729092623
compression_rate,0.676,0.7252604166666666,0.019661027175184247
compression_rate,0.678,0.7252604166666666,0.019661027175184247
compression_rate,0.68,0.7330729166666666,0.02288853623860279
compression_rate,0.682,0.7330729166666666,0.02288853623860279
compression_rate,0.684,0.7356770833333334,0.018460217290049253
compression_rate,0.686,0.7356770833333334,0.018460217290049253
compression_rate,0.6880000000000001,0.73828125,0.02174907954230477
compression_rate,0.6900000000000001,0.73828125,0.02174907954230477
compression_rate,0.6920000000000001,0.74609375,0.03125
compression_rate,0.6940000000000001,0.74609375,0.03125
compression_rate,0.6960000000000001,0.75,0.03125
compression_rate,0.6980000000000001,0.75,0.03125
compression_rate,0.7000000000000001,0.75,0.03125
compression_rate,0.7020000000000001,0.75,0.03125
compression_rate,0.704,0.75,0.03125
compression_rate,0.706,0.75,0.03125
compression_rate,0.708,0.75390625,0.0333750146301466
compression_rate,0.71,0.75390625,0.0333750146301466
compression_rate,0.712,0.75390625,0.0333750146301466
compression_rate,0.714,0.75390625,0.0333750146301466
compression_rate,0.716,0.75390625,0.0333750146301466
compression_rate,0.718,0.75390625,0.0333750146301466
compression_rate,0.72,0.7565104166666666,0.03322226776607571
compression_rate,0.722,0.7565104166666666,0.03322226776607571
compression_rate,0.724,0.7578125,0.03125
compression_rate,0.726,0.7578125,0.03125
compression_rate,0.728,0.7591145833333334,0.03322226776607571
compression_rate,0.73,0.7591145833333334,0.03322226776607571
compression_rate,0.732,0.7604166666666666,0.03522851369392886
compression_rate,0.734,0.7604166666666666,0.03522851369392886
compression_rate,0.736,0.76171875,0.0333750146301466
compression_rate,0.738,0.76171875,0.0333750146301466
compression_rate,0.74,0.7669270833333334,0.03544442080420885
compression_rate,0.742,0.7669270833333334,0.03544442080420885
compression_rate,0.744,0.7708333333333334,0.034128495890836344
compression_rate,0.746,0.7708333333333334,0.034128495890836344
compression_rate,0.748,0.7786458333333334,0.030341615098257925
compression_rate,0.75,0.7877604166666666,0.04009063624567878
compression_rate,0.752,0.7877604166666666,0.04009063624567878
compression_rate,0.754,0.7890625,0.03847210078826603
compression_rate,0.756,0.7890625,0.03847210078826603
compression_rate,0.758,0.7916666666666666,0.037535248191144725
compression_rate,0.76,0.7916666666666666,0.037535248191144725
compression_rate,0.762,0.7916666666666666,0.037535248191144725
compression_rate,0.764,0.7916666666666666,0.037535248191144725
compression_rate,0.766,0.7981770833333334,0.030341615098257925
