batch_merge_size,mean_attack_auc,attack_auc_sample_std,bytes_per_token_mean,bytes_per_token_sample_std
1,0.498974609375,0.05347837756927046,3.2590887585944457,0.02033574642752571
8,0.48301595052083335,0.04425910131758133,3.2328887037828036,0.023776411696339237
32,0.4823486328125,0.04018407208769678,3.1719724829665896,0.052967894103393975
64,0.4893717447916667,0.046551804257408444,3.165864269394248,0.06360946250058684
