epsilon_total,bytes_per_token_mean,bytes_per_token_sample_std
0.5,3.173891849194439,0.04653042933975218
1.0,3.173891849194439,0.04653042933975218
2.0,3.2009390169204033,0.021043848803607892
4.0,3.1719724829665896,0.052967894103393975
8.0,3.1997341378079103,0.0435705912621477
16.0,3.2104554643572616,0.03949706864699751
