method_id,attack,roc_auc_mean,roc_auc_sample_std,average_precision_mean,average_precision_sample_std,balanced_accuracy_mean,balanced_accuracy_sample_std,tpr_at_fpr_le_0_01_mean,tpr_at_fpr_le_0_01_sample_std,tpr_at_fpr_le_0_001_mean,tpr_at_fpr_le_0_001_sample_std,seed_count,sources
plain_bpe,frequency_estimation,0.6990203857421875,0.039085420946937365,0.7427823339722505,0.026847961826938653,0.6666666666666666,0.018767624095572363,0.20572916666666666,0.04302789490067267,0.125,0.04133986423538423,3,results/final/runs/attacks/main/20260726/vocab_16000/plain_bpe/frequency_estimation.json;results/final/runs/attacks/main/20260727/vocab_16000/plain_bpe/frequency_estimation.json;results/final/runs/attacks/main/20260728/vocab_16000/plain_bpe/frequency_estimation.json
plain_bpe,merge_similarity,0.5288187662760416,0.019357843304715634,0.5268394897937027,0.012777099911636527,0.5423177083333334,0.01637987711641813,0.009114583333333334,0.0022552744890219755,0.00390625,0.00390625,3,results/final/runs/attacks/main/20260726/vocab_16000/plain_bpe/merge_similarity.json;results/final/runs/attacks/main/20260727/vocab_16000/plain_bpe/merge_similarity.json;results/final/runs/attacks/main/20260728/vocab_16000/plain_bpe/merge_similarity.json
plain_bpe,naive_bayes,0.5755055745442709,0.020818638710438174,0.6361497582781579,0.017513041475276117,0.587890625,0.01014873520059889,0.17057291666666666,0.01578692142315383,0.16927083333333334,0.01761425684696443,3,results/final/runs/attacks/main/20260726/vocab_16000/plain_bpe/naive_bayes.json;results/final/runs/attacks/main/20260727/vocab_16000/plain_bpe/naive_bayes.json;results/final/runs/attacks/main/20260728/vocab_16000/plain_bpe/naive_bayes.json
plain_bpe,vocabulary_overlap,0.585357666015625,0.03351006216620691,0.6088500709084831,0.02656461754093328,0.5729166666666666,0.024576283968980307,0.06770833333333333,0.029577647634376425,0.033854166666666664,0.025415652729092623,3,results/final/runs/attacks/main/20260726/vocab_16000/plain_bpe/vocabulary_overlap.json;results/final/runs/attacks/main/20260727/vocab_16000/plain_bpe/vocabulary_overlap.json;results/final/runs/attacks/main/20260728/vocab_16000/plain_bpe/vocabulary_overlap.json
sa_dp_eps4p0_C50_b32_K1024,compression_rate,0.5067240397135416,0.02287323187854577,0.5154056491363828,0.024920038526145653,0.5266927083333334,0.019169833156686793,0.0078125,0.0078125,0.0026041666666666665,0.004510548978043951,3,results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260726/compression_rate.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260727/compression_rate.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260728/compression_rate.json
sa_dp_eps4p0_C50_b32_K1024,frequency_estimation,0.4962921142578125,0.023246870300435693,0.49313232484854486,0.011547035082533231,0.5279947916666666,0.020700668093209175,0.01171875,0.00390625,0.0013020833333333333,0.0022552744890219755,3,results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260726/frequency_estimation.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260727/frequency_estimation.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260728/frequency_estimation.json
sa_dp_eps4p0_C50_b32_K1024,merge_similarity,0.490966796875,0.020256046790860682,0.5059551992650501,0.013163958620764459,0.525390625,0.012197261715621872,0.01953125,0.00390625,0.005208333333333333,0.004510548978043951,3,results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260726/merge_similarity.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260727/merge_similarity.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260728/merge_similarity.json
sa_dp_eps4p0_C50_b32_K1024,naive_bayes,0.4641164143880208,0.006280921154444753,0.4697142823986473,0.004882230573737486,0.5104166666666666,0.00406575390520729,0.0,0.0,0.0,0.0,3,results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260726/naive_bayes.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260727/naive_bayes.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260728/naive_bayes.json
sa_dp_eps4p0_C50_b32_K1024,vocabulary_overlap,0.4744974772135417,0.014279213068465755,0.4853923632503035,0.02610994633517616,0.5149739583333334,0.00963453684046142,0.006510416666666667,0.00813150781041458,0.0,0.0,3,results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260726/vocabulary_overlap.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260727/vocabulary_overlap.json;results/final/defenses/main/attacks/sa_dp_eps4p0_C50_b32_K1024/20260728/vocabulary_overlap.json
sa_dp_eps8p0_C75_b32_K1024,compression_rate,0.5067596435546875,0.02216169314684041,0.5148643457387247,0.02435994240421012,0.5299479166666666,0.019949939382870523,0.006510416666666667,0.005966895436140417,0.0026041666666666665,0.004510548978043951,3,results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260726/compression_rate.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260727/compression_rate.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260728/compression_rate.json
sa_dp_eps8p0_C75_b32_K1024,frequency_estimation,0.4944000244140625,0.024605540183039787,0.4940668379981919,0.014617859018145276,0.5240885416666666,0.021513947450336336,0.0078125,0.0,0.00390625,0.0,3,results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260726/frequency_estimation.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260727/frequency_estimation.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260728/frequency_estimation.json
sa_dp_eps8p0_C75_b32_K1024,merge_similarity,0.4932759602864583,0.026394751646314704,0.5099670482722557,0.012997488216657943,0.5260416666666666,0.011444268119301397,0.01953125,0.0078125,0.009114583333333334,0.009830513587592122,3,results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260726/merge_similarity.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260727/merge_similarity.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260728/merge_similarity.json
sa_dp_eps8p0_C75_b32_K1024,naive_bayes,0.462982177734375,0.008410250871855133,0.46788085992762785,0.006892682861687609,0.5084635416666666,0.005966895436140417,0.0,0.0,0.0,0.0,3,results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260726/naive_bayes.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260727/naive_bayes.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260728/naive_bayes.json
sa_dp_eps8p0_C75_b32_K1024,vocabulary_overlap,0.4770711263020833,0.012605462255634834,0.4865665969582473,0.024934291567201356,0.517578125,0.013531646934131853,0.0078125,0.010334966058846057,0.0013020833333333333,0.0022552744890219755,3,results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260726/vocabulary_overlap.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260727/vocabulary_overlap.json;results/final/defenses/main/attacks/sa_dp_eps8p0_C75_b32_K1024/20260728/vocabulary_overlap.json
